phase,policy,control,query_position,target_index,condition_source_index,greedy_token_decoded,greedy_rdkit_valid,greedy_policy_accepted,raw_non_greedy_draws,raw_token_decoded,raw_rdkit_valid,raw_policy_accepted,unique_policy_accepted_non_greedy,retained_unique_candidate_count
development,sample128_t085_p095,shuffled_embedding,807,374584,262143,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,808,73465,377186,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,809,970237,898706,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,810,825946,721352,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,811,381705,618095,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,812,110701,518437,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,813,713761,514206,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,814,27361,173104,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,815,309738,327274,1.0,1.0,1.0,128,128,124,124,5,6
development,sample128_t085_p095,shuffled_embedding,816,748892,926641,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,817,942533,175688,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,818,7333,845959,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,819,671924,928429,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,820,370420,874399,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,821,604765,599758,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,822,277301,374881,1.0,1.0,1.0,128,128,126,126,9,10
development,sample128_t085_p095,shuffled_embedding,823,999927,326731,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,824,693433,953579,1.0,1.0,1.0,128,128,128,128,8,9
development,sample128_t085_p095,shuffled_embedding,825,634258,99292,1.0,1.0,1.0,128,128,128,128,11,12
development,sample128_t085_p095,shuffled_embedding,826,53608,550418,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,827,247665,99618,1.0,1.0,1.0,128,128,123,123,10,11
development,sample128_t085_p095,shuffled_embedding,828,775052,740881,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,829,886411,991935,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,830,818733,41882,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,831,708186,684515,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,832,526879,429549,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,833,537467,253211,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,834,654132,926514,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,835,276052,750435,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,836,772135,562313,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,837,891943,348612,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,838,341752,702038,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,839,251491,245777,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,840,463926,775052,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,841,876884,404434,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,842,199013,117596,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,843,505658,390783,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,844,820931,710925,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,845,194699,7591,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,846,110375,115600,1.0,1.0,1.0,128,128,105,105,7,8
development,sample128_t085_p095,shuffled_embedding,847,846769,582690,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,848,671094,27985,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,849,334595,217681,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,850,681251,309103,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,851,427019,239180,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,852,319702,252013,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,853,21346,760066,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,854,275198,201516,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,855,332767,696980,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,856,802566,304761,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,857,805806,740027,1.0,1.0,1.0,128,128,126,126,3,4
development,sample128_t085_p095,shuffled_embedding,858,280972,778731,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,shuffled_embedding,859,7044,420863,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,860,922536,421020,1.0,0.0,0.0,128,128,44,44,2,2
development,sample128_t085_p095,shuffled_embedding,861,142480,768780,1.0,1.0,1.0,128,128,109,109,3,4
development,sample128_t085_p095,shuffled_embedding,862,720408,813146,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,863,279425,383519,1.0,1.0,1.0,128,128,128,128,7,8
development,sample128_t085_p095,shuffled_embedding,864,403574,615550,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,865,103155,297421,1.0,1.0,1.0,128,128,128,128,27,28
development,sample128_t085_p095,shuffled_embedding,866,922550,184711,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,867,396776,338590,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,868,117596,870676,1.0,1.0,1.0,128,128,123,123,9,10
development,sample128_t085_p095,shuffled_embedding,869,481436,169522,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,870,692874,247887,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,871,449987,269453,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,872,106039,373553,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,shuffled_embedding,873,402225,635736,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,874,137495,995372,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,875,281664,84023,1.0,1.0,1.0,128,128,118,118,4,5
development,sample128_t085_p095,shuffled_embedding,876,878660,374584,1.0,1.0,1.0,128,128,110,110,5,6
development,sample128_t085_p095,shuffled_embedding,877,700669,977395,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,878,184711,146984,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,879,173406,882028,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,880,739529,667336,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,881,99269,506905,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,882,272972,568534,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,883,393310,935922,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,884,603830,216876,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,885,252008,493561,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,886,926599,134119,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,887,194551,192854,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,888,898706,258543,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,889,984132,493832,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,890,909293,774071,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,891,582098,449987,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,892,600057,288371,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,893,167805,884434,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,894,691666,961180,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,895,459390,699427,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,896,99292,831938,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,897,774280,156654,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,898,253195,56921,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,899,778731,502755,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,900,814381,896312,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,901,781604,403574,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,902,480547,110750,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,903,148504,106838,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,904,548615,318517,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,905,983846,224631,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,906,178290,960867,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,907,824329,144947,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,908,5500,162905,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,909,845912,594188,1.0,1.0,1.0,128,128,102,102,41,42
development,sample128_t085_p095,shuffled_embedding,910,939809,347545,1.0,0.0,0.0,128,128,63,63,23,23
development,sample128_t085_p095,shuffled_embedding,911,930117,462601,1.0,1.0,1.0,128,128,67,67,27,28
development,sample128_t085_p095,shuffled_embedding,912,297726,101142,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,913,516249,705812,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,shuffled_embedding,914,214723,537465,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,915,579631,256701,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,916,834135,293822,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,917,610233,488599,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,918,120191,136617,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,919,58660,202809,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,920,833992,19118,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,921,844002,120214,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,922,810300,182865,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,923,603702,276052,1.0,1.0,1.0,128,128,92,92,82,50
development,sample128_t085_p095,shuffled_embedding,924,244196,204784,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,925,661825,311481,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,926,582963,949233,1.0,1.0,1.0,128,128,128,128,11,12
development,sample128_t085_p095,shuffled_embedding,927,596241,865587,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,928,935826,4772,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,929,826153,999193,1.0,1.0,1.0,128,128,102,102,10,11
development,sample128_t085_p095,shuffled_embedding,930,869326,136181,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,931,162598,366499,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,932,712257,463926,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,933,821017,623594,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,934,548481,580626,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,935,674414,597973,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,936,54522,174715,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,937,974701,763257,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,938,580626,482904,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,939,95759,575531,1.0,1.0,1.0,128,128,128,128,14,15
development,sample128_t085_p095,shuffled_embedding,940,433956,904650,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,941,122094,974292,1.0,0.0,0.0,128,128,102,102,80,49
development,sample128_t085_p095,shuffled_embedding,942,165401,351840,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,943,373772,787480,1.0,1.0,1.0,128,128,123,123,30,31
development,sample128_t085_p095,shuffled_embedding,944,169486,917485,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,945,972739,769741,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,946,618675,488692,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,947,34136,585506,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,948,656861,298017,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,949,396550,99269,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,950,492937,419074,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,951,167883,922742,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,952,740881,635558,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,953,104074,105023,1.0,1.0,1.0,128,128,90,90,50,50
development,sample128_t085_p095,shuffled_embedding,954,163178,767364,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,955,822437,521395,1.0,1.0,1.0,128,128,127,127,17,18
development,sample128_t085_p095,shuffled_embedding,956,327274,328097,1.0,0.0,0.0,128,128,6,6,6,6
development,sample128_t085_p095,shuffled_embedding,957,64269,168160,1.0,1.0,1.0,128,128,99,99,66,50
development,sample128_t085_p095,shuffled_embedding,958,999193,983573,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,shuffled_embedding,959,427043,304846,1.0,1.0,1.0,128,128,122,122,14,15
development,sample128_t085_p095,shuffled_embedding,960,756066,832978,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,961,343246,93483,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,962,160665,67325,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,963,363607,135877,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,964,429066,487531,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,shuffled_embedding,965,508349,109699,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,966,351064,448088,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,967,469651,574464,1.0,0.0,0.0,128,128,72,72,38,38
development,sample128_t085_p095,shuffled_embedding,968,30874,184693,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,969,686156,370445,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,970,884292,37265,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,971,738567,792968,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,972,124523,195568,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,973,169473,74614,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,shuffled_embedding,974,363224,794875,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,975,236996,549891,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,976,903180,36099,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,977,401853,145327,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,978,459723,230151,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,979,991021,788272,1.0,1.0,1.0,128,128,82,82,3,4
development,sample128_t085_p095,shuffled_embedding,980,317211,1902,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,981,143427,103329,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,982,229790,814031,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,983,390770,521536,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,984,860215,834208,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,985,713532,520109,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,986,311983,349338,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,987,802044,550690,1.0,1.0,1.0,128,128,128,128,15,16
development,sample128_t085_p095,shuffled_embedding,988,144947,611692,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,989,847340,635621,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,990,249147,747717,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,991,7591,603966,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,992,183894,802323,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,993,937613,488349,1.0,1.0,1.0,128,128,108,108,11,12
development,sample128_t085_p095,shuffled_embedding,994,722562,24324,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,995,805455,735829,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,996,690331,719999,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,997,913212,978880,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,998,298589,501894,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,999,928406,907409,1.0,1.0,1.0,128,128,123,123,22,23
development,sample128_t085_p095,shuffled_embedding,1000,29810,609879,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,shuffled_embedding,1001,488599,92421,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1002,20505,846769,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1003,667336,294467,1.0,1.0,1.0,128,128,128,128,9,10
development,sample128_t085_p095,shuffled_embedding,1004,103379,286953,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1005,248264,542255,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,1006,635558,749101,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1007,239102,834177,1.0,1.0,1.0,128,128,125,125,2,3
development,sample128_t085_p095,shuffled_embedding,1008,677476,897423,1.0,1.0,1.0,128,128,128,128,10,11
development,sample128_t085_p095,shuffled_embedding,1009,554711,898636,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1010,371257,552296,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1011,348215,14063,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1012,542102,944457,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1013,762193,302680,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1014,383519,664080,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,shuffled_embedding,1015,463454,603702,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1016,769083,415681,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1017,931154,604404,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1018,640919,187763,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1019,840135,884760,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1020,362219,353785,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1021,144455,473288,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1022,795286,484159,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1023,322374,886411,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1024,926641,936084,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1025,309103,845912,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1026,606095,989139,1.0,1.0,1.0,128,128,120,120,3,4
development,sample128_t085_p095,shuffled_embedding,1027,614250,508901,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1028,261863,898883,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1029,634099,269985,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1030,549803,35227,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1031,124564,549274,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1032,932741,364400,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1033,809790,925762,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1034,61606,551715,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1035,774071,809551,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1036,286953,729084,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1037,702038,164540,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1038,865587,698127,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,1039,533039,66271,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1040,113370,89738,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1041,601775,615915,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1042,931304,716966,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1043,467252,335686,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1044,475461,47891,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1045,515069,633291,1.0,1.0,1.0,128,128,83,83,60,50
development,sample128_t085_p095,shuffled_embedding,1046,115600,759356,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1047,195975,773638,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1048,968812,613829,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1049,208875,999927,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,shuffled_embedding,1050,41352,618778,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1051,67667,947169,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1052,858396,364682,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1053,542255,585403,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1054,179323,731205,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1055,818020,866919,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1056,739717,762274,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1057,156654,666613,1.0,1.0,1.0,128,128,128,128,15,16
development,sample128_t085_p095,shuffled_embedding,1058,948523,717233,1.0,1.0,1.0,128,128,127,127,2,3
development,sample128_t085_p095,shuffled_embedding,1059,802323,596685,1.0,1.0,1.0,128,128,86,86,18,19
development,sample128_t085_p095,shuffled_embedding,1060,886058,213005,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1061,649915,879413,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1062,842084,727211,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,shuffled_embedding,1063,310569,615810,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,shuffled_embedding,1064,306777,793811,1.0,1.0,1.0,128,128,118,118,7,8
development,sample128_t085_p095,shuffled_embedding,1065,336787,933603,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,shuffled_embedding,1066,420817,285280,1.0,1.0,1.0,128,128,128,128,2,3
